S_No,Scientific_Name,Family,Common_Name,Herbarium_Uses_URL,source_file
1278,Ouratea angustifolia Baill. ex Laness.,OCHNACEAE,Valermani (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009852&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1279,Oxalis corniculata L.,OXALIDACEAE,"Tinpatiya, Amrul (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009847&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1280,Oxyria digyna (L.) Hill,POLYGONACEAE,Amlu (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013416&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1281,Oxystelma secamone (L.) K.Schum.,ASCLEPIADACEAE,Dudhialata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009469&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1282,Pachyrrhizus erosus (L.) Urban,FABACEAE,Sankalu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008587&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1283,Paederia scandens (Lour.) Merr.,RUBIACEAE,"Gandha prasarini, Somaraji",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009593&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1284,Paeonia emodi Wall. ex Hook.f.,PAEONIACEAE,Chandayra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013916&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1285,Pajanelia longifolia (Willd.) K.Schum.,BIGNONIACEAE,Doundi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009120&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1286,Panax pseudo-ginseng Wall.,ARALIACEAE,Asiatic or Chinese Ginseng (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013551&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1287,Panicum antidotale Retz.,POACEAE,Gunara,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002944&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1288,Panicum incomtum Trin.,POACEAE,Cheen,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002941&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1289,Panicum maximum Jacq.,POACEAE,Gini pullu; Gini hullu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002942&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1290,Papaver argemone L.,PAPAVERACEAE,"Bharbhand, Seyalkata (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013880&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1291,Papaver dubium L.,PAPAVERACEAE,Long-Head Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013884&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1292,Papaver hybridum L.,PAPAVERACEAE,Rough Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013881&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1293,Papaver nudicaule L.,PAPAVERACEAE,Iceland Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013886&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1294,Papaver orientale L.,PAPAVERACEAE,Oriental Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013882&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1295,Papaver rhoeas L.,PAPAVERACEAE,"Lalpost, Post",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013885&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1296,Papaver somniferum L.,PAPAVERACEAE,"Aphim, Posto (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013883&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1297,Paracalyx scariosa (Roxb.) Ali,FABACEAE,"Simbi, Toranvel (Local nmaes)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008589&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1298,Parameria polyneura Hook.f.,APOCYNACEAE,Mikirtengalata (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009660&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1299,Paramignya angulata Kurz,RUTACEAE,Ban nimbu (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009828&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1300,Paramignya monophylla Wight,RUTACEAE,Kurwa-wagutti (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009829&column=szBarcode,BSI_Medicinal_Plant_Database (12).csv
1301,Parsonsia helicandra Hook. & Arn.,APOCYNACEAE,Penalivalli (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009456&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1302,Paspalum scrobiculatum L.,POACEAE,"Kodo, Kodra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002945&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1303,Passiflora edulis Sims,PASSIFLORACEAE,Passion Fruit (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013526&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1304,Passiflora foetida L.,PASSIFLORACEAE,"Jhumkalata, Tellajumiki (Tel.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013525&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1305,Pavetta crassicaulis Bremek.,RUBIACEAE,"Kankra, Papari",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009587&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1306,Pavonia odorata Willd.,MALVACEAE,Sugandha-bala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013833&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1307,Pavonia zeylanica (L.) Cav.,MALVACEAE,Pera mutti (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013834&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1308,Pedalium murex L.,PEDALIACEAE,"Bara-gokhru, Kadvagokkru",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009088&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1309,Pedicularis pectinata Wall. ex Benth.,SCROPHULARIACEAE,Mishran (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008757&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1310,Pedicularis siphonantha D.Don,SCROPHULARIACEAE,Tube Lousewort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008759&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1311,Pedilanthus tithymaloides (L.) Poit.,EUPHORBIACEAE,"Nagdaman, Rangchita (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008799&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1312,Peganum harmala L.,RUTACEAE,"Harmal, Isband-lahouri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009844&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1313,Pelargonium graveolens L'Herit.,GERANIACEAE,Rose-Scented Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009848&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1314,Pellaea hastata (Thunb.) Prantl.,ADIANTACEAE,Cliff brake (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008549&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1315,Pentapetes phoenicea L.,STERCULIACEAE,Dopahariya,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013935&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1316,Pentatropis spiralis (Forsk.) Decne,ASCLEPIADACEAE,Kauathodi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009474&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1317,Pergularia daemia (Forsk.) Choiv.,ASCLEPIADACEAE,"Uttaranajutuka, Sagovani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009486&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1318,Pericampylus glaucus (Lam.) Miers.,MENISPERMACEAE,Barakkanta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013897&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1319,Perilepta auriculata (Nees) Bremek,ACANTHACEAE,Phandadi (Guj),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013335&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1320,Perilla frutescens (L.) Britton,LAMIACEAE,Bhanjira,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008683&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1321,Periploca aphylla Decne.,PERIPLOCACEAE,Bata (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013511&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1322,Peristrophe bicalyculata (Retz.) Nees,ACANTHACEAE,Atrilal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013311&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1323,Peristrophe roxburghiana (Roem. & Schult.) Bremek.,ACANTHACEAE,Magenta plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013309&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1324,Perovskia abrotanoides Kar.,LAMIACEAE,Shanshohai (Pushtu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008739&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1325,Petroselinum crispum (Mill.) Airy-Shaw,APIACEAE,Achu mooda (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013529&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1326,Peucedanum dhana Buch.-Ham. ex C.B.Clarke,APIACEAE,Bhoj raj (Bihar),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013519&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1327,Peucedanum grande C.B.Clarke,APIACEAE,Duku,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013522&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1328,Peucedanum nagpurense Prain,APIACEAE,Tej raj (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013521&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1329,Phaseolus adenanthus G.F.Meyer,FABACEAE,Banbarbati (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003319&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1330,Phaseolus lunatus L.,FABACEAE,Sem,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003311&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1331,Phaseolus vulgaris L.,FABACEAE,"Bakla, Lobia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003310&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1332,Phlogacanthus thyrsiflorus (Roxb.) Nees,ACANTHACEAE,Banheka (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013329&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1333,Phoenix dactylifera L.,ARECACEAE,Kejuri (Assamese),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002947&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1334,Phoenix pusilla Gaertn.,ARECACEAE,"Chiruata-ita, chitti-ita (Tel.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002948&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1335,Phoenix sylvestris (L.) Roxb.,ARECACEAE,"Khajur, Khajuri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002949&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1336,Phyla nodiflora (L.) Greene,VERBENACEAE,"Jalpapli, Panisigaa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013206&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1337,Phyllanthus acidus (L.) Skeels,EUPHORBIACEAE,"Chalmeri, Harfarauri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008811&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1338,Phyllanthus fraternus Webster,EUPHORBIACEAE,"Jaramla, Jangli amli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008793&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1339,Phyllanthus maderaspatensis L.,EUPHORBIACEAE,"Kanocha, Bazarmani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008812&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1340,Phyllanthus urinaria L.,EUPHORBIACEAE,"Lal-bhuin anvalah, Hazarmani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008816&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1341,Phyllanthus virgatus Forst.,EUPHORBIACEAE,Bhuiavali (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008814&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1342,Phyllochlamys taxoides Koord.,MORACEAE,Sheora (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009200&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1343,Physalis angulata L.,SOLANACEAE,Popti (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009181&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1344,Physalis minima L.,SOLANACEAE,Tulati pati,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009179&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1345,Physalis peruviana L.,SOLANACEAE,Tipari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009180&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1346,Physochlaina praealta (Walp.) Hook.f.,SOLANACEAE,Sholar (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009187&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1347,Phytolacca acinosa Roxb.,PHYTOLACCACEAE,"Matazor, Sarangum",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009087&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1348,Picororhiza kurroa Royle ex Benth.,SCROPHULARIACEAE,"Kuru, Kutki",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008745&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1349,Picrasma javanica Blume,SIMAROUBACEAE,Bonposhla (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009851&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1350,Picrasma quassioides (D.Don) Benn.,SIMAROUBACEAE,"Bharangi, Charangi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009849&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1351,Picris hieracioides L.,ASTERACEAE,Hawk Weed (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009330&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1352,Pilea microphylla (L.) Liebm.,URTICACEAE,Artillery Plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013388&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1353,Pimpinella anisum L.,APIACEAE,"Saunf, Badian",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013532&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1354,Pimpinella heyneana Wall.,APIACEAE,Selvanthachedi (Tamil),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013514&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1355,Pinanga dicksonii (Roxb.) Scheffer,ARECACEAE,"Mala-adakka (Malayalam, Kaana Kamugu) (Tam.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002952&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1356,Pinus gerardiana Wall. ex Lamb,PINACEAE,"Chilgoza, Neoza (seeds)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009091&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1357,Pinus roxburghii Sargent.,PINACEAE,"Chir, Cheed",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009092&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1358,Piper cubeba L.f.,PIPERACEAE,Kabab chini,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008584&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1359,Piper longum L.,PIPERACEAE,"Pipal, Pipli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009110&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1360,Piper retrofractum Vahl,PIPERACEAE,"Chab, Chavi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009113&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1361,Piper sarmentosum Roxb.,PIPERACEAE,"Tippili (Tam.), Pipul (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008585&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1362,Piper sylvaticum Roxb.,PIPERACEAE,Pahari pipul (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009108&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1363,Piper trioicum Roxb.,PIPERACEAE,Kattumulaku (Malayalam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009112&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1364,Piper wallichii (Miq.) Hand.-Mazz.,PIPERACEAE,Shambhaluka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009107&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1365,Pisonia mitis L.,NYCTAGINACEAE,Lechai (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009196&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1366,Pistacia kinjuk Stocks,ANACARDIACEAE,"Kakra, Kakri (N.W. Himalayas)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008741&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1367,Pistacia lentiscus L.,ANACARDIACEAE,Mastic Tree,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003374&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1368,Pistacia vera L.,ANACARDIACEAE,Pistachio (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003373&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1369,Pistia stratiotes L.,ARACEAE,"Jalkhumbi, Takapana",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002993&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1370,Pisum sativum L.,FABACEAE,Matar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003321&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1371,Pithecellobium angulatum Benth.,MIMOSACEAE,Bhasahu (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003458&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1372,Pithecellobium clypearia Benth.,MIMOSACEAE,Bhasahu (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008594&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1373,Pithecellobium dulce (Roxb.) Benth.,MIMOSACEAE,"Vilayati babul, Vilayati Imli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008596&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1374,Pithecellobium monadelphum (Roxb.) Koster,MIMOSACEAE,Kachlora,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003404&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1375,Pittosporum napaulense (DC.) Rehder & E.H.Wilson,PITTOSPORACEAE,"Tumari (Hindi), Vikhari (Mar.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013976&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1376,Plantago amplexicaulis Cav.,PLANTAGINACEAE,Isafghol (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013356&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1377,Plantago himalaica Pilger,PLANTAGINACEAE,Ashwakarn,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013354&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1378,Plantago lanceolata L.,PLANTAGINACEAE,Baltanga,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013358&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1379,Plantago major L.,PLANTAGINACEAE,"Gul, Isafghol (Kashmir)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013357&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1380,Plantago ovata Forsk.,PLANTAGINACEAE,Isubgol,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013353&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1381,Plantago psyllium L.,PLANTAGINACEAE,Kala isabgol,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013352&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1382,Platanus orientalis L.,PLATANACEAE,Chinar (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009094&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1383,Plectranthus mollis (Aiton) Spreng.,LAMIACEAE,Lal-agada (Bombay),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008721&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1384,Pleopeltis macrocarpa (Borry ex Willd.) Kaulf.,POLYPODIACEAE,Lance fern (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008570&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1385,Plesmonium margaritiferum (Roxb.) Schott,ARACEAE,Gajeer mul (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002989&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
1386,Pluchea indica Less.,ASTERACEAE,"Kukronda, Munjhu rukha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009317&column=szBarcode,BSI_Medicinal_Plant_Database (13).csv
